Kod,Tanım
90.20.03,"Canlı tiyatro, opera, bale, müzikal, konser vb. yapımların sahneye konulması faaliyetleri (illüzyon gösterileri, kukla gösterileri ve kumpanyalar dahil)"
90.20.04,Sirklerin faaliyetleri
90.20.99,Başka yerde sınıflandırılmamış diğer gösteri sanatları
90.3,Sanatsal yaratıcılık ve sahne sanatlarını destekleyici faaliyetler
90.31,Sanat tesislerinin ve alanlarının (mekanlarının) işletilmesi
90.31.00,Sanat tesislerinin ve alanlarının (mekanlarının) işletilmesi
90.39,Sanat ve gösteri sanatlarına yönelik diğer destek faaliyetleri
90.39.01,Sanat ve gösteri sanatlarına yönelik yönetmenlerin ve yapımcıların faaliyetleri
90.39.90,Sanat ve gösteri sanatlarına yönelik diğer destek faaliyetleri (sanat ve gösteri sanatlarına yönelik yönetmenlerin ve yapımcıların faaliyetleri hariç)
91,"Kütüphaneler, arşivler, müzeler ve diğer kültürel faaliyetler"
91.1,Kütüphane ve arşiv faaliyetleri
91.11,Kütüphane faaliyetleri
91.11.00,Kütüphane faaliyetleri
91.12,Arşiv faaliyetleri
91.12.00,Arşiv faaliyetleri
91.2,"Müze, koleksiyon, tarihi alanlar ve anıt faaliyetleri"
91.21,Müze ve koleksiyonculuk faaliyetleri
91.21.00,Müze ve koleksiyonculuk faaliyetleri (müzelerde ve özel koleksiyonlarda yer alan eserlerin konservasyonu faaliyetleri hariç)
91.22,Tarihi alan ve anıt faaliyetleri
91.22.00,"Tarihi alan ve anıt faaliyetleri (tarihi alanların ve yapıların işletilmesi, korunması dahil)"
91.3,"Kültürel mirasın konservasyonu, restorasyonu ve diğer destek faaliyetleri"
91.30,"Kültürel mirasın konservasyonu, restorasyonu ve diğer destek faaliyetleri"
91.30.00,"Kültürel mirasın konservasyonu, restorasyonu ve diğer destek faaliyetleri (müzeler ve özel koleksiyonlar dahil"
91.4,"Botanik bahçeleri, hayvanat bahçeleri ve tabiatı koruma alanlarıyla ilgili faaliyetler"
91.41,Botanik ve hayvanat bahçesi faaliyetleri
91.41.00,Botanik ve hayvanat bahçesi faaliyetleri
91.42,Tabiatı koruma faaliyetleri
91.42.00,Tabiatı koruma faaliyetleri
92,Kumar ve müşterek bahis faaliyetleri
92.0,Kumar ve müşterek bahis faaliyetleri
92.00,Kumar ve müşterek bahis faaliyetleri
92.00.01,"Müşterek bahis faaliyetleri (at yarışı, köpek yarışı, futbol ve diğer spor yarışmaları konusunda bahis hizmetleri)"
92.00.02,Loto vb. sayısal şans oyunlarına ilişkin faaliyetler (piyango biletlerinin satışı dahil)
92.00.03,Kumarhanelerin faaliyetleri (çevrim içi olanlar dahil)
93,"Spor faaliyetleri, eğlence (rekreasyon) ve dinlence faaliyetleri"
93.1,Spor faaliyetleri
93.11,Spor tesislerinin işletilmesi
93.11.01,Spor tesislerinin işletilmesi (hipodromların işletilmesi hariç)
93.11.02,Hipodromların işletilmesi
93.12,Spor kulüplerinin faaliyetleri
93.12.01,Atıcılık ve okçuluk kulüplerinin faaliyetleri
93.12.03,"Futbol, voleybol, basketbol ve hentbol kulüplerinin faaliyetleri"
93.12.90,Diğer spor kulüplerinin faaliyetleri
93.13,Fitness merkezlerinin faaliyetleri
93.13.01,"Fitness merkezlerinin faaliyetleri (yoga, pilates, tai chi stüdyolarının faaliyetleri vb. dahil)"
93.19,Başka yerde sınıflandırılmamış spor faaliyetleri
93.19.01,"Kendi hesabına bireysel çalışan atlet, hakem, zaman tutucu, antrenör, spor eğitmeni vb. sporcuların faaliyetleri"
93.19.02,Spor etkinlikleri yapımcılarının faaliyetleri ile bu etkinliklerin kendi tesisleri olmayan kuruluşlar tarafından düzenlenmesi faaliyetleri (spor kulüpleri tarafından yapılanlar hariç)
93.19.03,Spor ve eğlence amaçlı sporlara ilişkin destek faaliyetleri
93.19.04,Spor ligleri ve düzenleyici birimlerin faaliyetleri
93.19.99,Başka yerde sınıflandırılmamış diğer spor amaçlı faaliyetler
93.2,Eğlence ve dinlence (rekreasyon) faaliyetleri
93.21,Eğlence parkları ve tema parklarının faaliyetleri
93.21.01,"Eğlence parkları ve tema parklarının faaliyetleri (bağımsız sağlayıcılar tarafından mekanik at ve arabaların, oyunların ve gösterilerin işletilmesi hariç)"
93.29,Başka yerde sınıflandırılmamış eğlence ve dinlence (rekreasyon) faaliyetleri
93.29.01,"Plaj alanlarının işletilmesi (bu tesislerin bütünleyici bir parçası olan soyunma odası, dolap, sandalye, kano, deniz motosikleti vb. kiralanması dahil)"
93.29.02,"Düğün, balo ve kokteyl salonlarının işletilmesi"
93.29.03,Oyun makinelerinin işletilmesi
93.29.07,Marina vb. dinlence amaçlı ulaştırma tesislerinin işletilmesi
93.29.08,Bilardo salonlarının faaliyetleri
93.29.10,Dinlence (rekreasyon) parklarının faaliyetleri (konaklamalı olanlar ile eğlence parkları ve tema parklarının işletilmesi hariç)
93.29.11,Elektronik spor (e-spor) oyun merkezlerinin faaliyetleri
93.29.12,"Sanatsal olmayan etkinliklerin organizasyonuyla ilgili görsel-işitsel ekipmanların ve özel efektlerin teknik planlanması, temini, kurulumu ve işletilmesi"
93.29.99,Başka yerde sınıflandırılmamış diğer eğlence ve dinlence (rekreasyon) faaliyetleri
T,DİĞER HİZMET FAALİYETLERİ
94,Üye olunan kuruluşların faaliyetleri
94.1,"İş, işveren ve meslek kuruluşlarının faaliyetleri"
94.11,İş ve işveren kuruluşlarının faaliyetleri
94.11.03,"Esnaf ve sanatkar odaları, birlikleri ve üst kuruluşlarının faaliyetleri"
94.11.04,"Çiftçi ve ziraat odaları, birlikleri ve üst kuruluşlarının faaliyetleri"
94.11.05,"Ticaret ve sanayi odaları, deniz ticaret odaları ve üst kuruluşlarının faaliyetleri"
94.11.06,İşveren sendikalarının faaliyetleri
94.11.90,"Diğer iş ve işveren odaları, birlikleri ve üst kuruluşlarının faaliyetleri (işçi, işveren ve memur sendikaları hariç)"
94.12,Profesyonel meslek kuruluşlarının faaliyetleri
94.12.01,Baroların faaliyetleri
94.12.05,"Mesleki birlikler, dernekler ve odaların faaliyetleri"
94.12.90,Diğer profesyonel meslek kuruluşlarının faaliyetleri
94.2,Sendikaların faaliyetleri
94.20,Sendikaların faaliyetleri
94.20.01,Sendikaların faaliyetleri
94.9,Diğer üyelik organizasyonlarının faaliyetleri
94.91,Dini kuruluşların faaliyetleri
94.91.02,Dini kuruluşların faaliyetleri
94.92,Siyasi kuruluşların faaliyetleri
94.92.02,Siyasi kuruluşların faaliyetleri
94.99,Başka yerde sınıflandırılmamış diğer üye olunan kuruluşların faaliyetleri
94.99.01,"Üyelik gerektiren, çevre ve doğal hayatın korunmasına yönelik dernek ve birliklerin faaliyetleri (vahşi yaşamı koruma kuruluşları dahil)"
94.99.02,Üyelik gerektiren gençlik dernek ve birliklerinin faaliyetleri (öğrenci birlikleri ile izci birlik ve kulüpleri dahil)
94.99.03,Üyelik gerektiren yurtsever dernek ve birliklerinin faaliyetleri (savaş gazisi birlikleri vb.)
94.99.04,"Üyelik gerektiren hayvanları koruma dernek ve birliklerinin faaliyetleri (hayvanları koruma derneği, vb.)"
94.99.05,Üyelik gerektiren kadın hakları koruma dernek ve birliklerinin faaliyetleri
94.99.08,Okul aile birlikleri
94.99.09,"Üyelik gerektiren, kültür, dayanışma ve eğlence dernek ve birliklerinin faaliyetleri"
94.99.12,Üyelik gerektiren ideoloji ve düşünce kuruluşlarının ve derneklerinin faaliyetleri
94.99.13,Üyelik gerektiren sivil arama ve kurtarma dernek ve birliklerinin faaliyetleri (sivil savunma faaliyetleri hariç)
94.99.14,Üyelik gerektiren bireysel özgürlük ve insan hakları dernek ve birliklerinin faaliyetleri
94.99.15,Üyelik gerektiren gönüllü sağlık dernek ve birliklerinin faaliyetleri
94.99.16,"Engellilere, etnik gruplara ve azınlıklara yönelik üyelik gerektiren birlik ve kuruluşların faaliyetleri"
94.99.17,"Üyelik gerektiren, toplumsal hayatı geliştirme ve iyileştirmeye yönelik oluşturulan birlik ve kuruluşların faaliyetleri"
94.99.18,"Üyelik gerektiren, tüketici haklarını savunan birlikler ve kuruluşların faaliyetleri"
94.99.19,"Havacılığın geliştirilmesine yönelik, üyelik gerektiren kuruluş ve derneklerin faaliyetleri"
94.99.20,"Üye olunan derneklerin üst kuruluşları ve üst birlikleri (iş, işveren ve mesleki birlik ve derneklerin üst kuruluşları hariç)"
94.99.21,"Üyelik gerektiren yardım kuruluşlarının ve derneklerinin faaliyetleri (doğal afetlerde zarar görenler, evsizler, fakirler için organizasyonlar vb.) (arama ve kurtarma hariç)"
94.99.22,Üyelik gerektiren eğitim ve araştırma birlik ve derneklerinin faaliyetleri
94.99.23,Üyelik gerektiren konut ve kalkınma birlik ve derneklerinin faaliyetleri
94.99.24,Üyelik gerektiren mezun dernek ve birliklerinin faaliyetleri (profesyonel meslek kuruluşları hariç)
94.99.99,"Üyelik gerektiren, başka yerde sınıflandırılmamış diğer üye olunan kuruluşların faaliyetleri (klasik araba birlikleri, kiracı birlikleri vb. dahil)"
95,"Bilgisayarların, kişisel eşyaların ve ev eşyalarının, motorlu kara taşıtlarının ve motosikletlerin onarım ve bakımı"
95.1,Bilgisayarların ve iletişim ekipmanlarının onarım ve bakımı
95.10,Bilgisayarların ve iletişim ekipmanlarının onarım ve bakımı
95.10.01,Bilgisayarların ve bilgisayar çevre birimlerinin onarımı (ATM'ler ve pos cihazları dahil)
95.10.02,"İletişim araç ve gereçlerinin onarımı (kablosuz telefonlar, telsizler, cep telefonları, çağrı cihazları, ticari kameralar vb.)"
95.10.03,"Bilgisayarların ve bilgisayar çevre birimlerinin yenilenmesi hizmeti faaliyetleri (dizüstü bilgisayarlar, masaüstü bilgisayarlar, modemler, oyun konsolları)"
95.10.04,"İletişim araç ve gereçlerinin yenilenmesi hizmeti faaliyetleri (cep telefonları, akıllı telefonlar)"
95.2,Kişisel eşyalar ile ev eşyalarının onarım ve bakımı
95.21,Tüketici elektroniği ürünlerinin onarım ve bakımı
95.21.01,Tüketici elektroniği ürünlerinin onarım ve bakımı
95.22,Evde kullanılan cihazlar ile ev ve bahçe gereçlerinin onarım ve bakımı
95.22.01,Evde kullanılan elektrikli cihazların onarım ve bakımı
95.22.02,Ev ve bahçe gereçlerinin bakım ve onarımı
95.22.03,"Termosifon, şofben, banyo kazanı vb. onarım ve bakımı (merkezi ısıtma kazanlarının (boylerler) onarımı hariç)"
95.23,Ayakkabı ve deri eşyaların onarım ve bakımı
95.23.01,Ayakkabı ve deri eşyaların onarım ve bakımı (deri giyim eşyası hariç)
95.24,Mobilya ve ev döşemelerinin onarım ve bakımı
95.24.01,Mobilyaların ve ev döşemelerinin onarım ve bakımı (halı ve kilim onarımı hariç)
95.25,Saatlerin ve mücevherlerin onarım ve bakımı
95.25.01,"Saatlerin onarımı (kronometreler dahil, devam kayıt cihazları hariç)"
95.25.02,Mücevherlerin onarımı
95.25.03,Saatlerin yenilenmesi hizmeti faaliyetleri (telefon özelliği olmayan akıllı saatler)
95.29,Başka yerde sınıflandırılmamış kişisel eşyaların ve ev eşyalarının onarım ve bakımı
95.29.02,Giyim eşyası ve ev tekstil ürünlerinin onarımı ve tadilatı (deri giyim eşyaları hariç)
95.29.03,Spor araç ve gereçleri ile kamp malzemelerinin bakımı ve onarımı
95.29.04,Anahtar çoğaltma hizmetleri
95.29.05,Bisiklet onarımı
95.29.06,"Müzik aletlerinin onarım ve bakımı (piyano akordu dahil, tarihi müzik aletleri hariç)"
95.29.07,Deri ve deri bileşimli giyim eşyaları ile kürk giyim eşyalarının onarımı
95.29.99,Başka yerde sınıflandırılmamış diğer kişisel ve ev eşyalarının onarım ve bakımı
95.3,Motorlu kara taşıtı ve motosikletlerin onarım ve bakımı
95.31,Motorlu kara taşıtlarının onarım ve bakımı
95.31.01,Motorlu kara taşıtlarının genel onarım ve bakımı faaliyetleri
95.31.02,Motorlu kara taşıtlarının lastik onarımı faaliyetleri
95.31.03,"Motorlu kara taşıtlarının yağlama, yıkama, cilalama vb. faaliyetleri"
95.31.04,Motorlu kara taşıtlarının karoser ve kaporta onarımı vb. faaliyetleri
95.31.05,Motorlu kara taşıtlarının boyanması faaliyetleri
95.31.06,Motorlu kara taşıtlarının elektrik sistemlerinin onarım faaliyetleri
95.31.07,Motorlu kara taşıtların koltuk ve döşemelerinin onarım ve bakımı faaliyetleri
95.31.08,"Motorlu kara taşıtlarına yakıt sistemi (benzin, dizel, LPG, CNG, LNG vb.) montajı ve bakımı hizmetleri"
95.32,Motosikletlerin onarım ve bakımı
95.32.00,Motosikletlerin onarım ve bakımı
95.4,"Bilgisayarların, kişisel eşyalar ve ev eşyalarının, motorlu kara taşıtlarının ve motosikletlerin onarım ve bakımı için aracılık hizmeti faaliyetleri"
95.40,"Bilgisayarların, kişisel eşyalar ve ev eşyalarının, motorlu kara taşıtlarının ve motosikletlerin onarım ve bakımı için aracılık hizmeti faaliyetleri"
95.40.00,"Bilgisayarların, kişisel eşyalar ve ev eşyalarının, motorlu kara taşıtlarının ve motosikletlerin onarım ve bakımı için aracılık hizmeti faaliyetleri"
96,Kişisel hizmet faaliyetleri
96.1,Tekstil ve kürk ürünlerinin yıkanması ve temizlenmesi
96.10,Tekstil ve kürk ürünlerinin yıkanması ve temizlenmesi
96.10.01,Giyim eşyası ve diğer tekstil ürünlerini ütüleme hizmetleri
96.10.02,Çamaşırhane hizmetleri
96.10.03,Kuru temizleme hizmetleri
96.10.04,Halı ve kilim yıkama hizmetleri
96.10.90,Diğer tekstil temizleme hizmetleri ile giyim eşyası ve diğer tekstil ürünlerini boyama ve renklendirme hizmetleri (imalat aşamasında yapılanlar hariç)
96.2,"Kuaförlük, güzellik bakımı, günlük spa ve benzeri faaliyetler"
96.21,Kuaförlük ve berberlik faaliyetleri
96.21.01,Kadınlar için kuaför işletmelerinin faaliyetleri
96.21.02,Erkekler için kuaför ve berber işletmelerinin faaliyetleri
96.22,Güzellik bakımı faaliyetleri
96.22.01,"Güzellik salonlarının faaliyetleri (cilt bakımı, kaş alma, ağda, manikür, pedikür, makyaj, kalıcı makyaj vb.nin bir arada sunulduğu salonlar) (sağlık bakım hizmetleri hariç)"
96.22.02,Sadece manikür ve pedikür hizmeti sunan salonların faaliyetleri
96.22.03,Sadece ağdacılık hizmeti sunan salonların faaliyetleri
96.23,"Günlük spa, sauna ve buhar banyosu faaliyetleri"
96.23.01,"Hamam, sauna, vb. yerlerin faaliyetleri"
96.23.02,"Zayıflama salonu, masaj salonu, solaryum vb. yerlerin işletilmesi faaliyetleri (form tutma salonlarının ve diyetisyenlerin faaliyetleri hariç)"
96.23.03,"Kaplıca, ılıca, içmeler, spa merkezleri, vb. yerlerin faaliyetleri (konaklama hizmetleri hariç)"
96.3,Cenaze işleri ile ilgili faaliyetler
96.30,Cenaze işleri ile ilgili faaliyetler
96.30.01,"Cenaze işleri ile ilgili faaliyetler (cenaze yıkama yerlerinin işletilmesi, cenazenin nakli, yıkama hizmetleri, defin hizmetleri vb.)"
96.30.02,Mezarlıkların satış hizmetleri
96.4,Kişisel hizmetler için aracılık hizmeti faaliyetleri
96.40,Kişisel hizmetler için aracılık hizmeti faaliyetleri
96.40.00,Kişisel hizmetler için aracılık hizmeti faaliyetleri
96.9,Diğer kişisel hizmet faaliyetleri
96.91,Ev içi kişisel hizmet faaliyetlerinin sağlanması
96.91.00,Ev içi kişisel hizmet faaliyetlerinin sağlanması
96.99,Başka yerde sınıflandırılmamış diğer kişisel hizmet faaliyetleri
96.99.01,Eskort ve refakat hizmetleri (güvenlik hizmetleri hariç)
96.99.02,Hamallık hizmetleri
96.99.03,"Kendi hesabına çalışan yamak, garson vb. hizmet sunanların faaliyetleri"
96.99.04,Ev hayvanları ve terk edilmiş hayvanlar için bakım hizmetleri
96.99.05,Kendi hesabına çalışan valelerin hizmetleri
96.99.06,"Fal , astroloji ve spiritualist hizmetleri"
96.99.07,Genel tuvaletlerin işletilmesi faaliyeti
96.99.08,Arzuhalcilerin faaliyetleri
96.99.09,Tanıştırma bürolarının ve evlendirme ajanslarının hizmetleri
96.99.10,"Jeton ile çalışan kişisel hizmet makinelerinin işletilmesi faaliyetleri (jetonlu makinelerle vesikalık fotoğraf, emanet dolapları, tartı, tansiyon ölçümü vb. hizmetler dahil; oyun ve kumar makineleri ile çamaşırhane hizmetleri hariç)"
96.99.11,Ayakkabı boyama hizmetleri
96.99.12,Genelev hizmetleri
96.99.13,Şecere bulma faaliyetleri
96.99.14,Nikah salonlarının hizmetleri
96.99.99,Başka yerde sınıflandırılmamış diğer hizmet faaliyetleri (dövme ve piercing hizmetleri vb.)
U,HANEHALKLARININ İŞVERENLER OLARAK FAALİYETLERİ; HANEHALKLARI TARAFINDAN KENDİ KULLANIMLARINA YÖNELİK OLARAK AYRIM YAPILMAMIŞ MAL VE HİZMET ÜRETİM FAALİYETLERİ
97,Ev içi çalışan personelin işverenleri olarak hanehalklarının faaliyetleri
97.0,Ev içi çalışan personelin işverenleri olarak hanehalklarının faaliyetleri
97.00,Ev içi çalışan personelin işverenleri olarak hanehalklarının faaliyetleri
97.00.10,Ev içi çalışan personelin işverenleri olarak hanehalklarının faaliyetleri
98,Hanehalkları tarafından kendi kullanımlarına yönelik olarak üretilen ayrım yapılmamış mal ve hizmetler
98.1,Hanehalkları tarafından kendi kullanımlarına yönelik olarak üretilen ayrım yapılmamış mallar
98.10,Hanehalkları tarafından kendi kullanımlarına yönelik olarak üretilen ayrım yapılmamış mallar
98.10.01,Hanehalkları tarafından kendi kullanımlarına yönelik olarak üretilen ayrım yapılmamış mallar
98.2,Hanehalkları tarafından kendi kullanımlarına yönelik olarak üretilen ayrım yapılmamış hizmetler
98.20,Hanehalkları tarafından kendi kullanımlarına yönelik olarak üretilen ayrım yapılmamış hizmetler
98.20.01,Hanehalkları tarafından kendi kullanımlarına yönelik olarak üretilen ayrım yapılmamış hizmetler
V,ULUSLARARASI ÖRGÜTLER VE TEMSİLCİLİKLERİNİN FAALİYETLERİ
